Cost	Requests	Runtime
433.843411708	214.0	0.00323009490967	
812.580491177	232.0	0.00223302841187	
312.35780557	82.0	0.000747919082642	
382.121920578	124.0	0.0012059211731	
713.628332349	248.0	0.00226402282715	
255.468595257	168.0	0.00189995765686	
351.185469258	175.0	0.00269603729248	
232.705758278	50.0	0.000518083572388	
787.640185278	271.0	0.00244092941284	
535.864720646	187.0	0.00181698799133	
653.910706384	223.0	0.00196480751038	
491.829134692	282.0	0.002445936203	
249.848401555	74.0	0.000694990158081	
676.563917877	217.0	0.00185298919678	
823.047277626	293.0	0.00249695777893	
387.143248703	131.0	0.00114989280701	
294.752395652	65.0	0.000576972961426	
703.212077941	187.0	0.00163006782532	
386.207472454	122.0	0.00103998184204	
545.3269404	192.0	0.00165915489197	
949.550224655	330.0	0.00280404090881	
287.319873931	93.0	0.00086498260498	
905.808269397	308.0	0.00265598297119	
165.935780246	32.0	0.000328063964844	
312.653055075	134.0	0.0011990070343	
608.181206644	316.0	0.00309586524963	
897.754003628	323.0	0.00279998779297	
722.061348646	268.0	0.002357006073	
561.84682121	242.0	0.00215697288513	
397.055520373	71.0	0.000693082809448	
134.958687204	35.0	0.000396013259888	
628.270415788	286.0	0.00270104408264	
148.02502274	7.0	0.000104188919067	
185.46823642	38.0	0.000382900238037	
871.210567872	342.0	0.00288796424866	
575.963264448	273.0	0.00252485275269	
789.753923713	300.0	0.00299286842346	
524.093131859	163.0	0.00281715393066	
334.661115346	89.0	0.000906944274902	
181.532091899	25.0	0.000301122665405	
754.152387933	328.0	0.00313091278076	
347.011328203	145.0	0.00136399269104	
208.107493298	86.0	0.00144600868225	
699.506657448	309.0	0.00349187850952	
550.58255777	248.0	0.0022280216217	
297.535100004	71.0	0.000672817230225	
178.494114306	45.0	0.000432014465332	
366.477897303	122.0	0.00107002258301	
722.184299373	190.0	0.00188589096069	
526.185475775	262.0	0.00380086898804	
309.590141049	119.0	0.00107002258301	
388.299614886	183.0	0.00171494483948	
395.100157289	100.0	0.000876903533936	
359.318160309	154.0	0.00135016441345	
