Cost	Requests	Runtime
640.133425607	517.0	0.00526285171509	
2481.62430703	3712.0	0.0381388664246	
520.451500961	187.0	0.00185203552246	
692.354252819	625.0	0.0063259601593	
1823.43748426	3108.0	0.0319640636444	
297.120839154	109.0	0.00109505653381	
1625.96261126	2149.0	0.0213980674744	
1640.09206208	3110.0	0.0321438312531	
926.296256936	716.0	0.00688195228577	
3799.11238565	6638.0	0.0674488544464	
591.623012791	519.0	0.00510311126709	
2081.52737983	4469.0	0.0453259944916	
1664.11014773	3387.0	0.0342791080475	
1760.28471165	2271.0	0.0227949619293	
155.148797696	21.0	0.000284910202026	
1432.66639334	2217.0	0.021586894989	
312.725209969	165.0	0.00166797637939	
2430.54984043	3026.0	0.030503988266	
3438.03883654	7011.0	0.0717911720276	
984.063722515	603.0	0.00589323043823	
2211.27559045	3612.0	0.0389590263367	
715.067210091	534.0	0.00540685653687	
2557.12762291	6214.0	0.0650658607483	
2498.57738509	4319.0	0.0435090065002	
1341.12476041	2071.0	0.0210378170013	
1805.5847172	3110.0	0.0305500030518	
370.523157491	190.0	0.00189995765686	
3002.10741099	4453.0	0.046101808548	
3720.93508764	7536.0	0.0769731998444	
488.650304659	280.0	0.00271701812744	
545.149794404	396.0	0.00403499603271	
2434.48186287	6527.0	0.0664999485016	
3267.14743517	5369.0	0.0548281669617	
739.785744413	631.0	0.0062210559845	
2329.41418153	6359.0	0.0650670528412	
1768.44567923	3484.0	0.0364129543304	
2209.74842065	2955.0	0.0301649570465	
1678.59907708	3366.0	0.0348100662231	
499.578082424	264.0	0.0025429725647	
942.913708271	1008.0	0.0101900100708	
3011.58495987	6897.0	0.0697999000549	
2820.79671534	4719.0	0.0474789142609	
2085.3523544	4970.0	0.0505118370056	
2147.71019196	3653.0	0.0357949733734	
2775.12019208	4077.0	0.0406529903412	
695.721237445	505.0	0.00480318069458	
1077.84508435	1472.0	0.0154068470001	
2233.61400463	4854.0	0.0499639511108	
3198.38144098	6087.0	0.0609169006348	
1438.47060315	1716.0	0.0174450874329	
394.044344591	233.0	0.00235509872437	
2218.52454938	4793.0	0.0493099689484	
641.513230724	527.0	0.00533008575439	
824.266189859	655.0	0.00638389587402	
745.709388267	731.0	0.00765609741211	
1258.45567639	2048.0	0.0211799144745	
2351.01240604	5171.0	0.0529100894928	
1363.53946859	878.0	0.00853705406189	
984.351800402	933.0	0.0093719959259	
3597.74495193	6106.0	0.0624470710754	
1463.62395637	2421.0	0.0244381427765	
1054.45488506	1306.0	0.0137860774994	
3398.84652268	7781.0	0.0806889533997	
1803.79458209	2946.0	0.029040813446	
2729.43077054	3878.0	0.0394089221954	
800.293200999	737.0	0.00720810890198	
3397.16513677	7461.0	0.0758969783783	
2464.07663368	6058.0	0.0616071224213	
1837.20767294	3382.0	0.0334749221802	
1540.39830148	2431.0	0.0248990058899	
3172.81966353	5384.0	0.0545198917389	
1751.08378112	1252.0	0.0126910209656	
3060.10441609	6376.0	0.0642139911652	
833.947785771	492.0	0.00479507446289	
2667.06839554	4232.0	0.0429058074951	
2885.66088637	5592.0	0.056529045105	
1864.72521398	2786.0	0.0286209583282	
2238.63101538	3454.0	0.0395979881287	
1496.5275076	1915.0	0.0201320648193	
2367.70005421	3228.0	0.0329082012177	
1118.36676997	1544.0	0.0152859687805	
1427.99014258	2060.0	0.0208611488342	
655.667156561	498.0	0.00489902496338	
1918.11603436	4275.0	0.0434629917145	
3503.7547605	6995.0	0.0716800689697	
