Cost	Requests	Runtime
1963.09222229	223.0	0.000396966934204	
5861.06384781	709.0	0.0011990070343	
903.209011416	106.0	0.000185966491699	
1600.88613423	196.0	0.00036096572876	
3452.68682532	358.0	0.00056004524231	
3014.41123045	358.0	0.000550985336304	
3146.29956689	367.0	0.000579118728638	
5143.05893938	625.0	0.00107002258301	
4010.82144349	466.0	0.000746011734009	
2048.38904275	257.0	0.000489950180054	
4623.58968255	545.0	0.000833988189697	
3682.21370672	455.0	0.000749826431274	
4276.02988923	473.0	0.000769138336182	
1566.918269	187.0	0.000324010848999	
3764.18746236	394.0	0.000694036483765	
2903.2257784	224.0	0.000440835952759	
3863.09110438	455.0	0.000833034515381	
1858.28281221	232.0	0.000465154647827	
1962.75538995	241.0	0.000386953353882	
396.988898708	41.0	0.000102043151855	
3451.04717715	349.0	0.000536918640137	
4480.7209631	515.0	0.000791072845459	
1839.21806718	214.0	0.000371932983398	
2361.16227979	266.0	0.000412940979004	
2749.00002639	313.0	0.00042986869812	
2436.73897936	286.0	0.000443935394287	
2050.96137673	223.0	0.000397205352783	
1948.61046695	232.0	0.000367164611816	
3231.25987752	356.0	0.000674962997437	
2481.28941901	330.0	0.000483989715576	
3815.84165376	392.0	0.000592947006226	
2478.9878653	259.0	0.000383853912354	
2758.61617242	286.0	0.000450134277344	
4345.41886359	502.0	0.000782012939453	
2271.1447947	259.0	0.000370979309082	
2563.18663836	257.0	0.000395059585571	
198.619417826	16.0	4.19616699219e-05	
3309.36224533	394.0	0.000661134719849	
2522.08522997	277.0	0.000418901443481	
2999.92593167	329.0	0.000509977340698	
2258.0077817	302.0	0.000470876693726	
3120.37448213	353.0	0.000533103942871	
1211.99260283	133.0	0.000218868255615	
582.411495992	52.0	0.000113010406494	
2172.78176503	258.0	0.000402927398682	
2503.00355472	250.0	0.000383138656616	
884.303981485	79.0	0.000149011611938	
3488.56906594	394.0	0.000633955001831	
896.469340693	114.0	0.000181913375854	
2508.85732737	277.0	0.000423908233643	
3640.85389307	439.0	0.000684022903442	
3119.03910543	330.0	0.000553846359253	
3214.97327902	382.0	0.000586986541748	
1544.1256281	158.0	0.0002760887146	
2913.41829546	322.0	0.000675201416016	
2226.44930693	232.0	0.00037407875061	
4480.8545195	502.0	0.000814914703369	
3515.46569271	403.0	0.000675916671753	
3174.57919217	357.0	0.000574111938477	
3210.05220955	349.0	0.000574827194214	
1949.62529984	256.0	0.000473976135254	
3198.4860192	356.0	0.000585794448853	
3763.3874893	382.0	0.000645875930786	
2033.68969003	205.0	0.000369071960449	
2412.84787811	275.0	0.000434160232544	
3909.30747894	498.0	0.000880002975464	
2473.38523989	309.0	0.000509023666382	
2981.95148781	365.0	0.000562191009521	
1600.71977678	150.0	0.000279188156128	
2379.14038121	250.0	0.000419139862061	
1900.74278133	196.0	0.000360012054443	
1309.58636827	142.0	0.000226020812988	
584.991078889	69.0	0.000133037567139	
2282.36707091	275.0	0.000460863113403	
2640.86453723	277.0	0.000414848327637	
1289.47308344	124.0	0.00021505355835	
3248.98536531	403.0	0.000608921051025	
575.920642204	61.0	0.000110864639282	
3241.51402883	331.0	0.000493049621582	
2179.46285042	223.0	0.000357866287231	
2697.92788869	295.0	0.000431060791016	
1837.69505183	214.0	0.000350952148438	
2841.2074428	304.0	0.000495910644531	
1814.35402504	186.0	0.000312089920044	
2532.56508994	259.0	0.000393152236938	
2856.22762691	340.0	0.000533103942871	
1126.0834513	124.0	0.000218868255615	
519.903680495	59.0	0.000102043151855	
2428.50670829	285.0	0.000442028045654	
2666.84689346	277.0	0.000455141067505	
3573.93972175	394.0	0.00056791305542	
2080.64310103	214.0	0.000334024429321	
3453.87678811	376.0	0.000578880310059	
3153.38151742	353.0	0.000561952590942	
3104.15216918	304.0	0.000508069992065	
1934.92302526	232.0	0.000392913818359	
4479.13371329	565.0	0.00091290473938	
4397.41543589	505.0	0.00078296661377	
3912.35813293	516.0	0.000791788101196	
2630.39973442	313.0	0.000514030456543	
2483.16615542	268.0	0.000452995300293	
1647.31862136	169.0	0.000292062759399	
1949.41426018	238.0	0.000386953353882	
714.787961514	70.0	0.000140905380249	
667.987228847	79.0	0.000143051147461	
3277.00287898	385.0	0.000678062438965	
4064.05496504	475.0	0.000754833221436	
1034.50719296	106.0	0.000194072723389	
2432.38113768	241.0	0.00043511390686	
3820.38650364	434.0	0.00086498260498	
1267.79145266	158.0	0.000271081924438	
801.550111923	79.0	0.000168085098267	
2172.33648748	274.0	0.000438928604126	
4242.46648833	490.0	0.00080394744873	
