Cost	Requests	Runtime
771.84729765	682.0	0.00671601295471	
706.297892575	369.0	0.00343918800354	
1212.91485462	989.0	0.00918912887573	
394.395553031	201.0	0.00198197364807	
65.3579517597	15.0	0.000197887420654	
975.912284938	467.0	0.0043671131134	
90.6439450853	23.0	0.000271081924438	
1387.84802751	1068.0	0.0100569725037	
512.297867975	340.0	0.00297498703003	
1477.17976028	1138.0	0.0102939605713	
241.354855245	105.0	0.00100898742676	
1549.95441054	1269.0	0.0115029811859	
1042.87324861	906.0	0.00866007804871	
2101.11871105	1310.0	0.0134921073914	
590.522461954	433.0	0.00447702407837	
101.400197238	16.0	0.000200986862183	
944.782870446	567.0	0.00576496124268	
952.440133359	728.0	0.00766110420227	
623.877241339	407.0	0.0045599937439	
506.549157269	294.0	0.00322794914246	
1041.19861743	552.0	0.00574612617493	
1605.31754205	1185.0	0.0145080089569	
884.995730218	945.0	0.00913119316101	
1716.35928907	1174.0	0.0118041038513	
246.434260609	50.0	0.000564098358154	
473.747690165	177.0	0.00179696083069	
372.433792109	175.0	0.00171494483948	
1314.18918022	1144.0	0.0112199783325	
1478.65025615	1046.0	0.00940608978271	
833.765771833	748.0	0.00667500495911	
1169.10282324	676.0	0.00602507591248	
1277.19292244	1027.0	0.00962901115417	
722.749666621	509.0	0.00458288192749	
998.734830542	800.0	0.00781607627869	
759.16348885	466.0	0.00453805923462	
594.128017363	400.0	0.00374889373779	
1454.17955673	965.0	0.0122067928314	
805.797675029	603.0	0.00689315795898	
1064.28572087	506.0	0.0050060749054	
1397.3170448	1111.0	0.0111780166626	
399.664901887	100.0	0.00106406211853	
1459.2977752	774.0	0.00994491577148	
583.916592602	245.0	0.00223207473755	
478.923012061	260.0	0.00254893302917	
1078.28143585	1139.0	0.0115089416504	
1244.43267969	945.0	0.00863695144653	
447.683780205	319.0	0.0030951499939	
742.572464688	527.0	0.00478005409241	
152.285036857	18.0	0.000191926956177	
1224.33762805	644.0	0.0056209564209	
699.830550414	531.0	0.00471186637878	
578.348246031	420.0	0.00387501716614	
1243.59390889	1222.0	0.0118749141693	
1183.93051881	684.0	0.0065279006958	
1167.90392904	899.0	0.00851202011108	
1030.2560293	863.0	0.00830912590027	
352.247493574	87.0	0.000869989395142	
947.032366948	802.0	0.00737810134888	
973.700453732	639.0	0.00580096244812	
1085.92947402	991.0	0.00893497467041	
1184.06135174	1042.0	0.00969386100769	
1001.74031911	711.0	0.00867009162903	
1338.53041293	808.0	0.00793099403381	
461.862232256	184.0	0.00170302391052	
1100.6743616	1140.0	0.0107600688934	
1218.98001849	687.0	0.00640797615051	
272.61450964	7.0	0.000104904174805	
2062.94821391	1290.0	0.0127739906311	
1884.95848808	1215.0	0.0125138759613	
1991.48682791	1309.0	0.0122539997101	
1413.42079849	903.0	0.00897908210754	
128.588204242	37.0	0.000394105911255	
1525.28269468	1187.0	0.0111498832703	
971.496018297	892.0	0.00809502601624	
1681.93865826	1245.0	0.012167930603	
795.689799811	565.0	0.00494694709778	
1142.92262191	1235.0	0.0108561515808	
633.343363778	516.0	0.00454807281494	
245.96581855	111.0	0.00106716156006	
605.338990292	441.0	0.00397515296936	
1082.21020033	642.0	0.0064070224762	
970.745513779	1034.0	0.0103030204773	
1140.97658017	897.0	0.00830101966858	
723.002402526	413.0	0.0037739276886	
1404.87231028	884.0	0.00943088531494	
1341.30147029	1033.0	0.0113880634308	
195.361931533	58.0	0.000572919845581	
1405.91579752	985.0	0.0096869468689	
1491.70429319	1298.0	0.0119731426239	
324.872853274	156.0	0.00155711174011	
827.553096266	501.0	0.00494289398193	
1312.40785327	1194.0	0.0117399692535	
1567.53932998	1121.0	0.0103549957275	
1851.84837948	1306.0	0.0121071338654	
1312.01372635	1001.0	0.00883102416992	
1144.52868915	1097.0	0.00992608070374	
240.391440176	113.0	0.00101494789124	
1192.40740834	830.0	0.00742721557617	
574.715863216	337.0	0.0034658908844	
1567.36094376	1308.0	0.0125699043274	
630.09591022	398.0	0.00359606742859	
939.575352712	344.0	0.00331687927246	
434.322588793	153.0	0.00196504592896	
856.756108761	725.0	0.0123538970947	
293.442204763	27.0	0.000617980957031	
580.817365443	422.0	0.0055410861969	
837.353520065	747.0	0.0114488601685	
707.563642508	583.0	0.00638198852539	
983.34042849	587.0	0.00618195533752	
600.76496397	288.0	0.00309109687805	
692.223605654	456.0	0.00454497337341	
1231.39822479	878.0	0.00985598564148	
1303.60031778	856.0	0.0080349445343	
1270.8296445	600.0	0.00548601150513	
865.02763856	770.0	0.00774502754211	
1341.08823871	957.0	0.0088529586792	
414.990067715	203.0	0.00191307067871	
1619.7571041	1140.0	0.012953042984	
686.262980798	584.0	0.00568389892578	
663.613805002	416.0	0.00390887260437	
1224.49123898	833.0	0.00939106941223	
1166.27267901	1105.0	0.0140149593353	
760.518653041	403.0	0.00434994697571	
338.051942969	80.0	0.00104689598083	
546.846389412	384.0	0.00611591339111	
1377.65954864	804.0	0.00812911987305	
1435.40305263	1084.0	0.011467218399	
1140.40156303	737.0	0.00695705413818	
1246.57757271	838.0	0.0082368850708	
860.900273756	417.0	0.00402498245239	
758.394911304	321.0	0.00502800941467	
1305.09673772	1192.0	0.0136940479279	
537.835365568	277.0	0.00273108482361	
809.769719462	696.0	0.00666880607605	
1096.64970526	787.0	0.00712299346924	
1079.14663317	1042.0	0.0114939212799	
1241.10253035	987.0	0.0094358921051	
1070.65697439	907.0	0.00831198692322	
342.650733218	85.0	0.000848054885864	
556.422853659	346.0	0.00317811965942	
1253.30794252	1230.0	0.0122420787811	
1781.24772274	1250.0	0.0131669044495	
577.449097451	301.0	0.00322604179382	
2075.17832743	1302.0	0.0151610374451	
1527.51623979	1034.0	0.010665178299	
1091.17331695	840.0	0.00918984413147	
245.932677135	80.0	0.000831842422485	
1092.48746674	712.0	0.00692391395569	
1452.17424205	1295.0	0.0127930641174	
627.734513295	460.0	0.00516486167908	
476.888346526	196.0	0.00187110900879	
685.839081702	235.0	0.00228404998779	
1205.42038873	1188.0	0.0142228603363	
362.204645112	183.0	0.00211381912231	
897.877476547	573.0	0.00598096847534	
1159.16892549	889.0	0.0100910663605	
1661.28994701	1182.0	0.0117528438568	
837.548551389	615.0	0.00599694252014	
1002.9597139	662.0	0.00652098655701	
490.199417397	231.0	0.00250196456909	
653.139152246	532.0	0.005126953125	
2012.00644628	1293.0	0.0127809047699	
343.71213732	170.0	0.00176382064819	
1010.20527514	903.0	0.00914192199707	
137.660942484	33.0	0.000365972518921	
1106.19440318	599.0	0.00581789016724	
1109.37433982	600.0	0.00568389892578	
1187.92770671	1013.0	0.00983905792236	
1406.30303882	1179.0	0.0111858844757	
303.027528324	57.0	0.000556945800781	
362.291652882	199.0	0.00191402435303	
689.207783494	423.0	0.00445604324341	
1506.5003897	1021.0	0.0104291439056	
60.827625303	39.0	0.000571966171265	
1008.66062944	983.0	0.0103850364685	
1082.73046991	1156.0	0.011461019516	
425.662994854	150.0	0.00151109695435	
780.418921564	343.0	0.0036141872406	
1109.46092486	1111.0	0.0111498832703	
207.677468832	71.0	0.000820159912109	
1121.75783965	1137.0	0.0118930339813	
766.353026654	679.0	0.00661778450012	
441.1184002	271.0	0.00262212753296	
572.241200123	363.0	0.0034191608429	
1315.54996477	1217.0	0.0117559432983	
1192.00998696	862.0	0.00810813903809	
1229.07773001	668.0	0.00617098808289	
543.414421955	266.0	0.00241088867188	
569.008890325	294.0	0.00266218185425	
942.076882789	652.0	0.00589489936829	
110.981980519	24.0	0.000257968902588	
1250.3854565	1047.0	0.0103409290314	
1058.03013283	1048.0	0.0100450515747	
925.038898383	689.0	0.00655508041382	
657.858133306	477.0	0.00449299812317	
1544.94118047	1213.0	0.0110569000244	
417.006856568	250.0	0.0022509098053	
1037.06576635	1059.0	0.00951194763184	
771.150070989	573.0	0.00535702705383	
1513.23227362	1174.0	0.01100897789	
1711.00271384	1114.0	0.0112040042877	
1284.96578149	924.0	0.00862812995911	
280.889883802	101.0	0.00102996826172	
1258.1471115	867.0	0.00776195526123	
494.721840198	175.0	0.00151085853577	
1154.52403662	1062.0	0.00993299484253	
533.653990388	278.0	0.00254106521606	
455.207696063	198.0	0.00174999237061	
818.53169967	384.0	0.00327610969543	
1750.18623798	1288.0	0.011204957962	
