Cost	Requests	Runtime
334.394709889	33.0	6.91413879395e-05	
815.852799956	70.0	0.000119924545288	
1526.30036101	126.0	0.000227928161621	
1873.98240824	203.0	0.000275135040283	
1372.87246209	149.0	0.000207901000977	
1380.53058968	124.0	0.000172138214111	
413.92200995	50.0	7.9870223999e-05	
1178.00781155	131.0	0.000190019607544	
1534.40657895	178.0	0.000271081924438	
845.317323313	88.0	0.000150203704834	
1479.2100192	169.0	0.0002601146698	
342.49010231	34.0	7.5101852417e-05	
1209.73130447	142.0	0.000304937362671	
716.383925378	87.0	0.000216960906982	
1279.60661916	133.0	0.000203132629395	
824.637942388	97.0	0.000149965286255	
1970.21785731	205.0	0.000301122665405	
594.961387783	52.0	8.60691070557e-05	
744.654422383	88.0	0.000175952911377	
602.830981428	70.0	0.000119209289551	
838.254220189	95.0	0.000147104263306	
1289.46239126	151.0	0.000249862670898	
1508.36016595	167.0	0.000262022018433	
1300.87964589	124.0	0.000188827514648	
649.958579433	74.0	0.000136137008667	
986.363371631	106.0	0.000179052352905	
1057.53277017	124.0	0.00019097328186	
682.491862737	68.0	0.000125885009766	
791.728664818	70.0	0.000109910964966	
778.144195995	97.0	0.000141859054565	
1424.38264482	169.0	0.000336170196533	
1946.65528121	185.0	0.000298976898193	
322.681344957	34.0	6.19888305664e-05	
947.053916061	106.0	0.000156879425049	
1415.51306886	160.0	0.000262975692749	
1315.04403936	165.0	0.000245809555054	
1061.1837851	106.0	0.000205993652344	
1485.0916347	160.0	0.000322103500366	
458.85676829	61.0	0.0001060962677	
232.293329958	25.0	4.88758087158e-05	
1325.4209094	140.0	0.000222206115723	
1313.67382136	149.0	0.000225067138672	
848.713945895	87.0	0.000153064727783	
876.138236499	106.0	0.000165939331055	
673.633171526	61.0	0.000102996826172	
259.938187882	25.0	5.10215759277e-05	
518.951696451	55.0	9.70363616943e-05	
1409.86076841	141.0	0.000207901000977	
951.974262619	106.0	0.000156879425049	
1644.27219114	176.0	0.000236988067627	
1758.12342226	192.0	0.000279188156128	
1644.51354149	160.0	0.000208139419556	
396.59538531	43.0	8.10623168945e-05	
1142.34839012	133.0	0.000236988067627	
938.393623702	88.0	0.000128984451294	
1631.5100329	193.0	0.000257968902588	
661.077740505	59.0	0.000104904174805	
280.274467389	25.0	5.00679016113e-05	
512.016598197	41.0	7.79628753662e-05	
887.539128268	63.0	0.000117063522339	
784.441678189	87.0	0.000125169754028	
428.62335634	52.0	7.9870223999e-05	
1015.31777621	113.0	0.000153064727783	
1202.32969385	142.0	0.000192165374756	
392.978014504	31.0	6.19888305664e-05	
975.986871264	86.0	0.000124931335449	
654.401045684	70.0	0.000117063522339	
1064.26384548	105.0	0.000187158584595	
678.993517041	94.0	0.000146865844727	
467.135823104	43.0	7.70092010498e-05	
1214.56147677	133.0	0.000187873840332	
775.345446109	88.0	0.000144004821777	
1148.722877	149.0	0.000216007232666	
1105.54227454	115.0	0.000164985656738	
926.932626859	106.0	0.000149965286255	
650.768481217	79.0	0.000118017196655	
748.962663709	79.0	0.000114917755127	
326.831473272	25.0	4.88758087158e-05	
1371.36261403	142.0	0.000234127044678	
1290.3630011	148.0	0.000252962112427	
1106.38699173	114.0	0.000182151794434	
176.892944138	16.0	3.79085540771e-05	
306.515189464	25.0	4.79221343994e-05	
1144.64374666	142.0	0.000195980072021	
1527.03656775	176.0	0.000238180160522	
710.530630066	51.0	8.98838043213e-05	
516.480634846	70.0	0.000108957290649	
1455.68437993	186.0	0.000251054763794	
182.776246123	16.0	3.79085540771e-05	
485.671959645	34.0	6.19888305664e-05	
519.18581375	61.0	9.51290130615e-05	
1767.1682338	185.0	0.000246047973633	
1217.76150834	122.0	0.000188112258911	
639.183795527	70.0	0.000113964080811	
1297.44517257	142.0	0.000194072723389	
501.069599412	50.0	8.10623168945e-05	
1414.18812174	133.0	0.000238180160522	
792.378697351	97.0	0.000136852264404	
1313.05814388	148.0	0.000205993652344	
764.819322379	66.0	0.000102043151855	
1103.57671444	133.0	0.000182151794434	
358.899798698	43.0	7.00950622559e-05	
1234.86437511	133.0	0.000180006027222	
1976.00046253	230.0	0.000303983688354	
986.292386225	122.0	0.000197172164917	
635.500472558	61.0	0.000103950500488	
1195.46629615	133.0	0.000189065933228	
1224.74445082	132.0	0.000175952911377	
641.716920288	61.0	9.41753387451e-05	
664.105645342	79.0	0.000118017196655	
707.782001157	70.0	0.000113010406494	
1645.58531237	187.0	0.000308990478516	
2064.56192127	237.0	0.000311851501465	
1241.11285577	122.0	0.000172138214111	
1741.77891871	176.0	0.000247001647949	
1720.77112885	187.0	0.000268220901489	
360.697339096	42.0	8.79764556885e-05	
1537.29139768	185.0	0.000248908996582	
667.830006941	70.0	0.000108957290649	
911.3402827	104.0	0.000155925750732	
904.384991032	97.0	0.000144004821777	
433.478565186	60.0	8.70227813721e-05	
649.859309064	70.0	0.000108003616333	
374.426078995	41.0	7.60555267334e-05	
1613.88682821	212.0	0.000302076339722	
364.169555357	52.0	8.20159912109e-05	
861.408509104	96.0	0.000146865844727	
1162.35775905	119.0	0.000170946121216	
1211.28338743	124.0	0.000190019607544	
513.085745549	52.0	8.10623168945e-05	
877.48114298	70.0	0.000108957290649	
1521.88902864	178.0	0.000238180160522	
786.446948196	88.0	0.000130891799927	
1184.49663582	115.0	0.000158071517944	
1787.62369352	177.0	0.000233888626099	
588.960933882	52.0	8.10623168945e-05	
609.506326259	52.0	8.39233398438e-05	
1299.05514111	133.0	0.000186204910278	
518.179426987	41.0	8.29696655273e-05	
1208.44067201	124.0	0.000210046768188	
1390.65002461	167.0	0.0002760887146	
1295.88108828	137.0	0.000198841094971	
1397.63269141	140.0	0.000195980072021	
1795.0685302	174.0	0.000241994857788	
794.08262076	100.0	0.000149965286255	
1329.71248743	131.0	0.000236988067627	
1830.75781178	213.0	0.000290870666504	
308.458088389	43.0	7.60555267334e-05	
1507.64847007	177.0	0.000254154205322	
321.501219412	34.0	6.41345977783e-05	
1807.86776198	222.0	0.000303983688354	
1247.25793916	122.0	0.000175952911377	
1295.21034842	149.0	0.00019907951355	
585.904297676	78.0	0.000113964080811	
1698.92472083	194.0	0.000253915786743	
1051.60835098	124.0	0.000167846679688	
1406.41323397	142.0	0.000195980072021	
822.28215905	84.0	0.000128984451294	
1162.57693446	115.0	0.00016188621521	
323.033950803	43.0	6.89029693604e-05	
1112.0314365	106.0	0.000188112258911	
2044.48615146	203.0	0.000300168991089	
335.607470824	51.0	8.58306884766e-05	
652.883842201	70.0	0.000104904174805	
378.498979757	43.0	6.79492950439e-05	
622.777855382	59.0	9.29832458496e-05	
787.55034137	79.0	0.000113964080811	
1050.29166082	109.0	0.000175952911377	
336.357645714	43.0	7.29560852051e-05	
972.924419381	86.0	0.000133037567139	
557.739956733	61.0	9.58442687988e-05	
1071.61673746	133.0	0.000181913375854	
1083.1754291	124.0	0.000167846679688	
700.164579466	86.0	0.000132083892822	
1057.50881699	114.0	0.000182151794434	
799.410668318	115.0	0.000164031982422	
921.684835605	113.0	0.000164985656738	
666.584884216	61.0	9.70363616943e-05	
1982.40841259	209.0	0.000277042388916	
1158.86802217	133.0	0.00018310546875	
739.236888157	88.0	0.000123023986816	
934.973169697	88.0	0.000124931335449	
2123.71793815	283.0	0.000385999679565	
1311.62813452	150.0	0.000200033187866	
1980.91343236	224.0	0.000301122665405	
1812.46311436	205.0	0.00030517578125	
775.005256427	79.0	0.000116109848022	
1057.65895463	106.0	0.000150918960571	
1522.25554462	160.0	0.000219106674194	
984.58798953	114.0	0.000159978866577	
1141.88971157	122.0	0.000170946121216	
693.455548858	70.0	0.000104188919067	
450.417393155	52.0	7.79628753662e-05	
364.927114467	34.0	6.00814819336e-05	
945.992959731	97.0	0.00013279914856	
1952.35423067	183.0	0.00025486946106	
440.450682958	52.0	9.89437103271e-05	
268.257943175	24.0	5.3882598877e-05	
801.377816764	105.0	0.000155925750732	
1502.14620501	136.0	0.000205039978027	
518.652412647	43.0	7.5101852417e-05	
1960.04780679	222.0	0.000298976898193	
566.186366082	70.0	0.000104904174805	
1020.6415829	88.0	0.000126123428345	
1443.2442517	177.0	0.000232934951782	
780.972065519	105.0	0.000144004821777	
1254.70484284	130.0	0.000187158584595	
