Cost	Requests	Runtime
3971.40045608	22709.0	0.252349853516	
1481.73738553	3729.0	0.03972697258	
786.012516468	1119.0	0.0118269920349	
4877.77293553	18536.0	0.198809862137	
4355.98924234	25318.0	0.267714977264	
3896.57941461	13155.0	0.135317087173	
656.432595839	529.0	0.0055730342865	
4445.42970559	25115.0	0.267426967621	
1788.62225596	5428.0	0.0566918849945	
1670.46911653	2717.0	0.027440071106	
5557.1095161	14480.0	0.143882036209	
5664.65749728	17008.0	0.174561023712	
1003.73325235	1635.0	0.0160779953003	
4995.05683361	16380.0	0.166675806046	
3079.06124092	8628.0	0.086236000061	
3577.28520567	13116.0	0.131484985352	
4528.83246006	20416.0	0.208564043045	
4004.82091224	18732.0	0.192306995392	
4540.88373897	16406.0	0.167273044586	
3332.79560481	9741.0	0.0972700119019	
2058.27417599	7090.0	0.0721290111542	
3672.04631387	8369.0	0.0835528373718	
5426.93006715	28772.0	0.296565055847	
7597.42456743	30065.0	0.306720018387	
980.605311331	1589.0	0.016371011734	
5730.32567059	31681.0	0.327445983887	
5908.99674664	32410.0	0.332184076309	
3640.77484387	17316.0	0.176483869553	
5734.04145775	23989.0	0.242081880569	
3930.44759971	19613.0	0.201479196548	
4359.418331	16076.0	0.163938999176	
5889.7487784	22971.0	0.237172842026	
5143.85557587	19821.0	0.202133893967	
5754.63696912	27323.0	0.281880140305	
858.690072614	1270.0	0.0124201774597	
2902.3591305	12128.0	0.123746871948	
8213.99973819	30217.0	0.304365873337	
4611.87656323	25761.0	0.262120008469	
1990.81839895	5498.0	0.0556030273438	
1893.40382395	5786.0	0.0588738918304	
6028.24440952	25864.0	0.263181209564	
5659.35825934	22764.0	0.232753992081	
5964.23244955	17427.0	0.175841093063	
2407.75936115	5008.0	0.0507068634033	
4949.71018031	18714.0	0.194203138351	
4349.95600985	24385.0	0.256192922592	
3675.93283548	15160.0	0.157078027725	
5253.43609954	20335.0	0.208714962006	
4433.99531875	19598.0	0.203900098801	
3691.95712196	20496.0	0.215397119522	
